,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,log_price
6014,2014-05-05,524000,3,1.75,1560,5520,1.0,0,0,4,6,780,780,1944,0,98199,47.6515,-122.399,1470,6000,13.169248871698304
6015,2014-06-13,1030000,4,2.5,2750,4800,2.0,0,0,3,9,1960,790,1905,2005,98103,47.6709,-122.337,2400,5300,13.845070331079134
6016,2014-09-30,176000,2,1.0,920,2332,1.0,0,0,4,8,920,0,1980,0,98198,47.3779,-122.32,1310,2853,12.07824495582233
6017,2014-05-21,249900,2,1.0,1140,5500,1.0,0,0,3,6,1140,0,1947,0,98106,47.5187,-122.363,1110,5500,12.428820118415677
6018,2014-06-05,499500,3,2.5,2520,53143,1.5,0,0,3,7,2520,0,1988,0,98019,47.743,-121.925,2020,56628,13.121364879070743
6019,2014-09-11,600000,5,3.5,3150,10542,1.0,0,0,5,9,1620,1530,1974,0,98011,47.7469,-122.217,3150,11807,13.304686600863562
6020,2014-08-14,294000,4,2.5,2040,7800,2.0,0,0,3,7,2040,0,2003,0,98168,47.473,-122.293,1860,10954,12.591338447675579
6021,2015-04-15,272000,4,2.0,1780,19843,1.0,0,0,3,7,1780,0,1963,0,98058,47.4414,-122.154,2210,13500,12.513561021741964
6022,2014-05-15,390000,3,2.5,2240,10800,2.0,0,0,3,8,2240,0,1996,0,98028,47.7433,-122.229,1900,9900,12.873904582205107
6023,2015-01-09,700000,4,2.5,3270,9650,1.0,0,3,4,9,2320,950,1971,0,98166,47.409,-122.333,2340,17357,13.45883704259595
6024,2015-04-20,635000,5,2.75,3110,6621,2.0,0,0,3,9,3110,0,2006,0,98065,47.543,-121.888,3550,7953,13.361381852676738
6025,2015-04-16,920000,4,1.5,1850,3600,2.0,0,0,3,8,1660,190,1929,0,98112,47.6376,-122.307,1970,3600,13.732130035981154
6026,2014-08-04,500000,3,1.75,1570,8530,1.0,0,0,4,7,1190,380,1983,0,98033,47.6881,-122.184,1530,8708,13.122365377402328
6027,2014-08-21,263500,2,1.0,750,4515,1.0,0,0,3,6,750,0,1942,0,98106,47.5198,-122.351,1020,5000,12.481812442022767
6028,2015-03-13,975000,4,2.25,2240,9990,2.0,0,0,4,10,2240,0,1967,0,98040,47.5516,-122.217,2600,11480,13.790193775620484
6029,2014-11-14,575000,3,2.5,1870,3485,2.0,0,0,3,8,1870,0,2001,0,98029,47.5493,-122.004,1940,3485,13.26212705890841
6030,2014-06-12,822000,4,2.5,2683,40386,2.0,0,0,4,9,2683,0,1987,0,98052,47.6982,-122.138,2683,34800,13.619496890582589
6031,2015-01-16,300000,3,1.0,1490,7200,1.0,0,0,3,7,1490,0,1954,0,98125,47.7276,-122.307,1280,7200,12.611541086966115
6032,2015-03-30,487600,4,2.5,2340,12080,2.0,0,0,3,8,2340,0,1999,0,98019,47.7325,-121.969,2200,12403,13.097252727448513
6033,2014-07-07,500000,4,2.0,1700,8640,1.0,0,0,3,7,850,850,1955,2010,98006,47.5774,-122.153,1620,9000,13.122365377402328
6034,2014-09-11,680000,2,2.0,1450,989,3.0,0,0,3,9,1450,0,2014,0,98109,47.6354,-122.346,1490,1240,13.429849547739444
6035,2014-09-10,419000,3,2.5,3310,21096,2.0,0,2,3,9,3310,0,2004,0,98023,47.3049,-122.386,3310,13835,12.945628585536271
6036,2014-08-07,450000,4,1.75,1520,5250,1.0,0,0,3,6,1520,0,1949,0,98199,47.6581,-122.39,1530,5250,13.017005083966255
6037,2014-06-18,650000,5,1.75,1260,4500,1.5,0,0,3,7,1260,0,1926,0,98119,47.6452,-122.369,1410,4388,13.384729180332174
6038,2014-06-23,550000,3,1.75,1840,8086,1.0,0,0,4,8,1840,0,1964,0,98052,47.67,-122.155,1840,8060,13.217675375388819
6039,2014-12-03,330000,4,2.0,1750,5202,1.0,0,1,4,6,1070,680,1942,0,98108,47.5677,-122.317,2090,5400,12.706850963741102
6040,2015-01-23,282510,4,1.0,1450,32234,1.5,0,0,4,6,1450,0,1932,0,98030,47.3818,-122.21,1530,10125,12.551472766863665
6041,2014-11-20,2385000,4,4.0,6330,13296,2.0,0,2,3,13,4900,1430,2000,0,98033,47.6488,-122.201,2200,9196,14.684710101591703
6042,2014-11-20,230000,2,2.0,1260,10200,1.0,0,0,3,7,1020,240,1983,0,98003,47.2593,-122.312,1560,10200,12.345838935721968
6043,2014-10-04,750000,4,1.75,2100,6613,2.0,0,0,3,8,2100,0,1909,2004,98116,47.567,-122.385,1630,5750,13.527829818844937
6044,2014-09-16,321000,4,2.5,2430,5366,2.0,0,0,3,8,2430,0,2002,0,98092,47.3352,-122.19,2100,5414,12.679199517372098
6045,2014-10-27,2196000,4,3.25,4250,18000,2.0,0,3,5,10,3350,900,1980,0,98040,47.5612,-122.229,3790,14537,14.602148536984862
6046,2015-03-18,245000,4,2.0,1830,10416,1.0,0,0,3,7,1370,460,1958,0,98146,47.4878,-122.341,1830,9271,12.409017571151187
6047,2014-12-23,510000,2,1.0,1310,4000,1.0,0,0,3,6,1310,0,1913,0,98103,47.6854,-122.329,1550,4000,13.1421679654829
6048,2014-06-24,751000,4,3.25,3090,9571,2.0,0,0,3,9,2370,720,2004,0,98052,47.7058,-122.131,3630,9110,13.529162262303307
6049,2014-05-23,675000,4,2.5,2560,36601,2.0,0,0,4,9,2560,0,1987,0,98075,47.5851,-121.992,2790,36601,13.42246945133505
6050,2015-01-26,295000,3,1.75,1930,13350,1.0,0,0,3,8,1930,0,1967,0,98023,47.3317,-122.365,2270,13350,12.59473402514672
6051,2014-10-28,312000,2,1.0,1460,6000,1.0,0,0,2,7,1260,200,1925,0,98115,47.7009,-122.317,1580,6380,12.650761671914688
6052,2014-09-25,730000,3,3.0,3460,13129,2.0,0,0,3,9,2560,900,1988,0,98077,47.7315,-122.058,3460,12568,13.500801182986649
6053,2015-01-02,762500,5,3.5,3290,5880,2.0,0,0,3,9,2670,620,2005,0,98052,47.7067,-122.119,3090,5680,13.544359098938253
6054,2014-05-28,150000,3,1.0,820,7680,1.5,0,0,3,6,820,0,1910,0,98106,47.528,-122.359,1470,6912,11.918397239722838
6055,2015-03-09,270000,3,1.0,1480,7374,1.0,0,0,3,6,760,720,1954,0,98133,47.7775,-122.336,1480,8934,12.506180941677357
6056,2015-04-06,400000,4,2.0,1420,9301,1.0,0,0,4,7,1420,0,1963,0,98008,47.6325,-122.121,1530,8075,12.899222326086994
6057,2014-08-26,650000,3,2.5,2790,6720,2.0,0,0,3,8,2790,0,2002,0,98075,47.5958,-122.038,2620,6720,13.384729180332174
6058,2014-10-06,530000,2,1.5,1390,5000,1.0,0,0,4,8,970,420,1954,0,98116,47.5673,-122.401,1610,5000,13.180634172318978
6059,2014-06-30,248000,3,1.0,950,9400,1.0,0,0,4,7,950,0,1954,0,98006,47.5746,-122.136,1260,9400,12.421188057397055
6060,2015-01-08,760000,4,3.5,3000,5300,1.0,0,0,5,7,1780,1220,1949,0,98115,47.6748,-122.279,1360,5450,13.541075028051122
6061,2015-02-20,199000,4,1.0,1280,10521,1.5,0,0,3,7,1280,0,1960,0,98198,47.4215,-122.289,1540,9384,12.201065128819632
6062,2014-10-20,240000,2,1.0,870,8400,1.0,0,0,3,7,870,0,1960,0,98188,47.4493,-122.282,1070,12465,12.388398368982115
6063,2015-05-04,415000,3,1.5,1360,1795,2.0,0,0,3,7,1360,0,1945,0,98199,47.6471,-122.397,1580,1795,12.936036208848487
6064,2014-12-02,228000,3,1.0,1000,16376,1.0,0,0,3,7,1000,0,1959,0,98059,47.4825,-122.108,1420,16192,12.337105293891872
6065,2015-02-25,525000,4,2.5,2740,12106,1.0,0,0,3,8,1980,760,1992,0,98133,47.7648,-122.355,2170,11156,13.171155446333852
6066,2014-06-23,399950,3,1.75,1560,5223,1.0,0,0,4,7,810,750,1940,0,98125,47.7175,-122.288,1440,8491,12.899097318586382
6067,2015-04-13,781000,4,2.5,2590,8571,2.0,0,0,3,9,2590,0,1988,0,98052,47.691,-122.105,2360,8155,13.568331709230735
6068,2015-04-28,827000,3,2.5,1850,1330,2.5,0,0,3,9,1560,290,2004,0,98115,47.6831,-122.325,1810,2071,13.62556118319494
6069,2014-07-16,525000,5,2.25,2500,8621,1.5,0,0,4,7,2500,0,1968,0,98034,47.7379,-122.185,1980,7395,13.171155446333852
6070,2015-02-24,671300,4,2.5,3280,5232,2.0,0,0,3,7,3280,0,2004,0,98053,47.6798,-122.033,2600,5080,13.416972899572688
6071,2014-06-04,175000,2,1.0,670,2378,1.0,0,0,3,5,670,0,1919,0,98126,47.5769,-122.372,700,2970,12.07254696717504
6072,2015-03-02,1100000,5,2.75,2890,22547,1.0,0,0,4,10,2150,740,1963,0,98040,47.5476,-122.219,3010,17809,13.910821646859095
6073,2015-05-06,800000,5,2.5,3000,10560,1.0,0,0,3,8,1500,1500,1966,0,98004,47.6249,-122.206,2690,11616,13.592368256649284
6074,2014-07-11,329950,4,2.5,1920,4600,2.0,0,0,3,7,1920,0,2002,0,98038,47.3795,-122.023,2200,6600,12.706699437569211
6075,2014-08-05,445000,4,3.25,1960,7200,2.0,0,0,3,7,1960,0,1979,0,98034,47.7291,-122.218,1980,7529,13.005831808336863
6076,2014-08-19,237000,3,1.75,2000,12208,1.0,0,0,3,7,1140,860,1979,0,98032,47.3752,-122.236,1060,8194,12.37581963951765
6077,2014-09-23,1112500,6,4.0,3600,6224,2.0,0,0,3,9,2610,990,1945,2006,98199,47.6531,-122.405,1430,6224,13.922121191898533
6078,2014-12-10,438900,4,2.5,2740,5700,2.0,0,0,3,9,2740,0,2006,0,98038,47.3535,-122.026,3010,5281,12.992029154097061
6079,2014-08-08,1280000,9,4.5,3650,5000,2.0,0,0,3,8,2530,1120,1915,2010,98105,47.6604,-122.289,2510,5000,14.062371417145494
6080,2014-10-17,600000,4,2.5,2310,3866,2.0,0,0,3,8,2310,0,2005,0,98029,47.5498,-121.996,1950,4023,13.304686600863562
6081,2015-01-20,670000,4,2.5,2095,4569,2.0,0,0,3,9,2095,0,2002,0,98052,47.6603,-122.087,2095,4385,13.415034483903348
6082,2015-05-04,519000,2,2.0,1560,4823,1.0,0,0,3,8,1560,0,2004,0,98053,47.7111,-122.032,1855,4989,13.159661088928443
6083,2015-03-11,320000,3,2.25,1880,7350,1.0,0,0,3,8,1390,490,1984,0,98058,47.4457,-122.123,1910,8400,12.676079399771027
6084,2014-05-22,270000,2,1.5,840,867,2.0,0,0,3,7,840,0,2005,0,98115,47.6955,-122.304,840,1322,12.506180941677357
6085,2014-06-02,1000000,3,2.5,2730,5832,2.0,0,0,3,9,2730,0,1998,0,98005,47.6216,-122.161,2360,5832,13.815511557963774
6086,2014-08-15,330000,1,1.0,860,4800,1.0,0,0,3,6,860,0,1907,0,98122,47.6146,-122.299,1380,4800,12.706850963741102
6087,2014-07-10,657500,3,2.0,2320,10960,1.0,0,0,3,7,1510,810,1956,0,98005,47.6157,-122.174,2160,10960,13.396201563945448
6088,2014-08-28,450000,3,1.75,1540,61419,1.0,0,0,3,7,1540,0,1967,0,98028,47.7663,-122.228,3790,8529,13.017005083966255
6089,2015-04-16,150000,3,1.0,890,6488,1.5,0,0,3,5,890,0,1928,0,98014,47.7087,-121.352,1330,16250,11.918397239722838
6090,2014-06-16,792500,4,2.5,4290,175421,2.0,0,0,3,10,4290,0,2004,0,98010,47.3585,-121.988,3370,63162,13.58294904656243
6091,2015-02-20,540000,3,2.5,1950,13227,2.0,0,0,4,9,1950,0,1978,0,98034,47.7217,-122.256,2650,12943,13.199326270390594
6092,2014-07-21,229900,3,1.0,1010,8848,1.0,0,0,4,7,1010,0,1968,0,98003,47.2742,-122.299,1380,10650,12.345404060459082
6093,2015-05-06,533000,4,2.5,2830,6536,2.0,0,0,3,8,2830,0,2003,0,98038,47.3888,-122.032,2830,6872,13.186278579318829
6094,2014-12-22,239000,4,1.75,1500,12560,1.0,0,0,4,7,1000,500,1977,0,98002,47.2918,-122.197,1700,9020,12.384223015005313
6095,2015-03-06,713900,3,2.5,3370,167706,1.0,0,0,3,10,3370,0,2000,0,98038,47.4379,-122.022,3350,213444,13.47849957624598
6096,2014-10-28,427500,4,2.5,3160,8726,2.0,0,0,3,9,3160,0,1999,0,98092,47.2582,-122.223,2500,8648,12.965711906537503
6097,2014-07-22,302000,3,1.0,1110,7000,1.5,0,0,4,7,1110,0,1955,0,98133,47.754,-122.341,1800,7000,12.618185607609803
6098,2014-07-08,1150000,3,2.5,3830,48743,2.0,0,0,3,11,3830,0,1991,0,98006,47.5663,-122.125,2950,8299,13.955273369904273
6099,2014-05-28,555000,3,2.5,3160,4270,2.0,0,0,3,8,2650,510,2006,0,98011,47.7453,-122.194,2720,12523,13.22672519452875
6100,2014-12-30,495000,3,2.25,2100,3000,2.0,0,0,3,7,2100,0,1996,0,98144,47.595,-122.306,1650,4500,13.112315061750808
6101,2014-07-22,495000,3,1.5,2240,13288,1.0,0,0,3,7,2240,0,1953,0,98033,47.6762,-122.17,2150,9900,13.112315061750808
6102,2014-09-17,340000,2,0.75,1060,48292,1.0,1,2,5,6,560,500,1947,0,98070,47.4285,-122.511,750,80201,12.73670383776449
6103,2015-05-12,464950,4,2.25,2350,36116,1.0,0,0,4,9,2350,0,1983,0,98042,47.3533,-122.082,2580,36116,13.04968730267293
6104,2015-03-27,320000,4,2.5,1940,7040,2.0,0,0,3,8,1940,0,1998,0,98092,47.2632,-122.209,2400,7145,12.676079399771027
6105,2015-01-29,440000,1,1.0,1160,64469,1.0,0,0,3,7,1160,0,2009,0,98072,47.7433,-122.082,1580,48352,12.994532278619134
6106,2014-06-02,686000,3,1.5,1840,9990,2.0,0,0,5,8,1840,0,1961,0,98177,47.7145,-122.369,2100,12474,13.438634364432907
6107,2014-12-01,555000,4,1.75,2260,11000,1.0,0,0,3,8,1620,640,1976,0,98008,47.6224,-122.109,1960,10000,13.22672519452875
6108,2014-10-27,361500,2,1.0,840,3860,1.0,0,0,4,6,840,0,1909,0,98117,47.6842,-122.365,1390,3860,12.79802008682886
6109,2014-06-10,1240000,5,3.0,2830,7500,2.0,0,0,3,9,2460,370,1923,0,98105,47.6579,-122.277,2900,5000,14.030622744032508
6110,2014-07-09,154950,4,1.0,1600,10183,1.0,0,0,4,6,1600,0,1966,0,98002,47.277,-122.211,1410,10416,11.95086421688981
6111,2014-06-17,247200,3,1.75,1370,8719,1.0,0,0,3,7,1370,0,1982,0,98042,47.3664,-122.087,1370,7525,12.417957049864935
6112,2014-08-22,250000,3,2.25,1960,7414,1.0,0,0,3,7,1490,470,1984,0,98023,47.2977,-122.374,1580,8038,12.429220196836383
6113,2014-06-19,590300,3,1.5,1470,7200,2.0,0,0,4,7,1470,0,1907,0,98118,47.5602,-122.28,1530,7200,13.288387855281217
6114,2014-05-05,541125,5,2.75,2740,8426,1.0,0,0,4,8,1370,1370,1960,0,98006,47.5563,-122.184,2020,8783,13.201407432744421
6115,2015-02-18,310000,2,2.5,1090,923,2.0,0,0,3,7,1090,0,2004,0,98027,47.5347,-122.071,1410,1326,12.644330802262578
6116,2015-03-10,704111,4,2.75,2460,9520,1.0,0,1,3,8,1680,780,1976,0,98034,47.7021,-122.233,2380,9600,13.464692713395653
6117,2014-10-28,277500,3,2.25,1820,19602,1.0,0,0,4,7,1820,0,1964,0,98001,47.331,-122.286,1520,8773,12.533579815765737
6118,2015-02-17,325000,4,2.75,1960,8937,1.0,0,0,5,7,980,980,1954,0,98188,47.451,-122.278,1480,10016,12.691583538230217
6119,2014-11-21,289200,3,2.25,1760,7023,2.0,0,0,3,7,1760,0,1995,0,98019,47.7468,-121.98,1760,7082,12.57487722707543
6120,2014-09-04,185000,1,1.0,720,5000,1.0,0,0,4,6,720,0,1908,0,98118,47.5289,-122.272,1170,5000,12.128116509451258
6121,2015-04-01,1445000,4,3.5,3470,8580,2.0,0,0,3,11,2500,970,2007,0,98199,47.6433,-122.403,1940,7920,14.183620571569953
6122,2015-03-18,420550,4,2.0,1370,8100,1.0,0,0,2,7,1370,0,1947,0,98155,47.749,-122.312,1280,8100,12.949321035226301
6123,2015-04-10,603000,4,2.25,2370,11310,1.0,0,0,3,8,1550,820,1968,0,98155,47.7684,-122.289,1890,8621,13.30967413408274
6124,2014-11-26,345000,3,1.0,1390,2640,1.5,0,0,3,7,1230,160,1903,0,98122,47.6078,-122.307,1780,3920,12.75130259456002
6125,2015-04-16,650000,3,2.0,1840,3075,1.0,0,0,5,7,920,920,1928,0,98103,47.6894,-122.35,1480,3774,13.384729180332174
6126,2014-06-25,589950,5,3.0,2790,19439,1.0,0,3,5,7,1500,1290,1973,0,98058,47.4088,-122.089,1620,19439,13.287794761585532
6127,2014-08-19,309950,2,2.25,1460,1607,2.0,0,0,3,8,1460,0,2007,0,98106,47.5395,-122.369,1460,1826,12.644169499451689
6128,2014-09-11,775000,3,2.5,2620,241200,1.5,0,0,4,9,2620,0,1998,0,98027,47.4574,-122.01,2620,172933,13.560619598657233
6129,2014-10-29,590000,4,1.5,2230,5109,1.5,0,0,3,7,1330,900,1918,0,98115,47.6996,-122.31,1630,5109,13.28787951079572
6130,2015-04-28,863500,4,3.0,3250,2760,2.5,0,0,3,8,2420,830,1905,2007,98122,47.6104,-122.303,1260,2780,13.668750334645791
6131,2014-11-19,517500,3,1.0,1190,7000,1.0,0,0,3,7,1190,0,1943,0,98199,47.6453,-122.403,1350,7000,13.156766736486944
6132,2014-12-24,700000,3,3.0,2090,7440,1.5,0,0,5,7,1290,800,1922,0,98103,47.6891,-122.331,1570,4960,13.45883704259595
6133,2014-07-22,699000,3,2.5,2580,8154,1.0,0,0,3,10,2090,490,1956,1997,98177,47.7259,-122.361,1660,8155,13.457407451830088
6134,2014-07-22,350000,3,2.5,2100,3574,2.0,0,0,3,7,1690,410,2005,0,98019,47.7453,-121.984,1970,2962,12.765691290604371
6135,2014-07-17,795000,4,2.5,3160,16564,2.0,0,0,3,10,3160,0,1987,0,98074,47.6365,-122.04,3160,12415,13.586098651497313
6136,2014-05-14,543000,3,2.5,2090,7640,1.0,0,0,3,7,1360,730,1962,2014,98133,47.7369,-122.338,2090,7668,13.204866440535003
6137,2015-02-23,325000,3,2.5,1570,3143,2.0,0,0,3,7,1570,0,2001,0,98019,47.7364,-121.969,1740,3591,12.691583538230217
6138,2015-05-08,337500,3,1.0,1020,6000,1.5,0,0,3,7,1020,0,1900,0,98108,47.5254,-122.318,1240,6000,12.729323752253295
6139,2015-02-27,425000,2,1.0,1300,11080,1.0,0,0,4,7,1300,0,1955,0,98034,47.7281,-122.233,1600,9259,12.959846800844963
6140,2015-03-17,780000,3,2.5,2110,9773,1.0,0,0,3,9,2110,0,1986,0,98006,47.5628,-122.115,2560,11787,13.567050480716235
6141,2014-07-23,259000,2,1.0,1210,17389,1.0,0,0,4,5,1210,0,1948,0,98059,47.5044,-122.148,2140,14419,12.464587201678082
6142,2014-08-13,524400,4,1.75,1990,12950,1.0,0,0,4,8,1850,140,1968,0,98006,47.5434,-122.166,2090,12850,13.17001193781113
6143,2014-05-27,260000,3,2.0,1630,8018,1.0,0,0,3,7,1630,0,2003,0,98001,47.2638,-122.243,1610,8397,12.468440756144114
6144,2015-04-20,273000,2,2.0,1384,1822,2.0,0,0,3,7,1384,0,1990,0,98028,47.7525,-122.244,1078,1315,12.51723073716405
6145,2015-04-02,639900,4,2.5,3380,75794,2.0,0,0,3,10,3380,0,1997,0,98001,47.3511,-122.266,3710,17913,13.36906875587051
6146,2014-08-26,420000,4,2.5,2480,8626,2.0,0,0,3,10,2480,0,2001,0,98001,47.3185,-122.262,2990,9033,12.948012371209098
6147,2014-08-13,510500,3,1.0,1270,8000,1.0,0,0,4,7,1270,0,1957,0,98007,47.5874,-122.136,1470,8000,13.143147875448797
6148,2015-04-08,290000,4,1.0,1010,7200,1.5,0,0,3,6,1010,0,1947,0,98155,47.742,-122.325,1360,7200,12.577639650232573
6149,2015-04-28,226000,3,1.75,1490,6269,1.0,0,0,4,6,990,500,1944,0,98056,47.4917,-122.188,1490,7722,12.328294703023394
6150,2014-05-29,300000,2,1.0,820,3844,1.0,0,0,4,6,820,0,1916,0,98133,47.7049,-122.349,1520,3844,12.611541086966115
6151,2014-07-28,407450,3,2.0,1810,10860,1.0,0,0,3,7,1810,0,1967,0,98053,47.6393,-121.967,1420,11982,12.917675959034224
6152,2015-05-06,390000,4,2.25,3060,7920,1.0,0,0,3,7,1530,1530,1965,0,98178,47.4879,-122.245,1850,7800,12.873904582205107
6153,2015-05-01,1058800,6,2.75,2980,20000,1.0,0,4,3,8,2130,850,1965,0,98177,47.7599,-122.375,2730,20000,13.87264769380007
6154,2014-08-17,610000,3,2.5,3440,18167,2.0,0,0,3,11,3440,0,1991,0,98023,47.2909,-122.342,3990,20239,13.321215875492413
6155,2015-01-23,239975,3,2.5,1820,7242,1.0,0,0,3,7,1220,600,1959,0,98188,47.4318,-122.292,1350,8214,12.388294197323795
6156,2014-08-07,375000,3,2.5,2320,5760,1.0,0,0,3,7,1480,840,1987,0,98178,47.504,-122.248,1660,5762,12.834683971615659
6157,2015-04-28,742500,4,2.5,2620,4400,2.0,0,0,3,9,2620,0,2004,0,98029,47.5524,-121.991,2640,4554,13.51777949645943
6158,2015-04-29,450000,4,1.75,2190,11625,1.0,0,0,4,8,2020,170,1956,0,98146,47.4979,-122.363,1920,8855,13.017005083966255
6159,2014-06-26,300000,3,2.25,1780,10395,1.0,0,0,3,8,1780,0,1967,0,98058,47.4539,-122.15,2080,9360,12.611541086966115
6160,2015-05-01,216600,3,1.75,2200,7700,1.0,0,0,3,7,1240,960,1975,0,98031,47.4119,-122.181,1770,7360,12.285812230343542
6161,2014-05-14,525000,3,1.75,1600,6120,1.5,0,0,3,7,1600,0,1924,0,98115,47.6847,-122.291,1670,4590,13.171155446333852
6162,2014-06-20,455000,4,2.25,2450,21000,1.0,0,2,4,8,1650,800,1954,0,98166,47.4559,-122.344,1820,12480,13.02805489573287
6163,2014-10-03,390000,4,2.25,2680,35218,2.0,0,0,3,8,2680,0,1986,0,98027,47.4613,-121.997,2980,35218,12.873904582205107
6164,2014-09-16,450000,3,1.75,1850,8667,1.0,0,0,4,7,880,970,1982,0,98033,47.7025,-122.198,1450,10530,13.017005083966255
6165,2014-12-02,382000,4,1.0,1740,4400,1.5,0,0,3,7,1740,0,1924,0,98122,47.6058,-122.3,1590,4400,12.853178505386333
6166,2014-05-13,287000,3,2.25,1490,9600,1.0,0,0,4,7,1170,320,1987,0,98019,47.7378,-121.977,1590,10104,12.567240979056246
6167,2015-01-13,460000,4,2.0,1960,190357,1.0,0,3,2,8,1960,0,1971,0,98027,47.5538,-121.958,2560,189100,13.038983942375959
6168,2014-10-28,435000,3,2.25,1380,3015,2.0,0,0,3,7,1380,0,2009,0,98052,47.6783,-122.157,1930,3612,12.983103608918753
6169,2014-06-12,575000,2,1.0,1510,4032,1.5,0,0,3,8,1310,200,1935,0,98199,47.6371,-122.393,1700,4042,13.26212705890841
6170,2015-05-04,626700,3,1.5,1410,3600,1.0,0,0,3,7,1410,0,1906,0,98109,47.6402,-122.357,1370,3600,13.348224831871299
6171,2015-03-18,352000,4,1.5,1440,8680,1.5,0,0,3,7,1440,0,1922,0,98178,47.502,-122.228,1440,9000,12.77138929548529
6172,2015-03-16,650000,3,1.0,920,6750,1.0,0,0,4,7,920,0,1951,0,98004,47.6322,-122.212,1460,8933,13.384729180332174
6173,2014-10-06,197000,3,1.0,1090,17630,1.0,0,0,4,7,1090,0,1962,0,98002,47.288,-122.196,1300,12000,12.190964083849375
6174,2014-07-03,340000,8,2.75,2790,6695,1.0,0,0,3,7,1470,1320,1977,0,98133,47.7565,-122.331,1760,7624,12.73670383776449
6175,2014-07-21,560000,3,2.0,1840,14985,1.0,0,0,3,7,1840,0,1968,0,98033,47.6916,-122.158,2300,16067,13.235693848424024
6176,2015-01-07,354000,3,1.75,1340,6300,1.0,0,0,3,7,1340,0,1972,0,98034,47.7186,-122.218,1780,7200,12.777055016970678
6177,2014-08-01,670000,4,2.5,2570,9086,2.0,0,0,3,9,2570,0,1999,0,98074,47.6373,-122.064,2760,6733,13.415034483903348
6178,2015-01-26,769000,4,3.5,3010,6202,2.0,0,0,3,9,3010,0,2005,0,98029,47.5533,-121.993,2520,5001,13.552847548877052
6179,2014-09-05,650000,4,2.5,2160,3139,1.0,0,0,3,7,1080,1080,1940,0,98103,47.6662,-122.338,1650,3740,13.384729180332174
6180,2014-06-15,650000,3,1.75,2140,9484,1.0,0,0,3,7,1290,850,1953,0,98004,47.6234,-122.191,1960,9630,13.384729180332174
6181,2014-12-12,289950,4,1.75,2090,7416,1.0,0,0,4,7,1050,1040,1970,0,98031,47.4107,-122.179,1710,7527,12.577467222169135
6182,2014-12-01,300000,3,1.75,1810,21138,1.0,0,0,4,7,1240,570,1977,0,98058,47.4674,-122.178,1850,12200,12.611541086966115
6183,2014-12-03,471000,4,1.75,1760,5750,1.0,0,2,5,7,1070,690,1962,0,98126,47.5521,-122.373,1860,5750,13.062615496138552
6184,2014-07-18,639000,4,2.5,2500,8540,2.0,0,0,3,9,2500,0,1990,0,98029,47.5759,-121.994,2560,8475,13.367661298303675
6185,2014-10-09,287000,2,1.0,930,6900,1.0,0,2,3,7,930,0,1952,0,98178,47.506,-122.242,1910,7194,12.567240979056246
6186,2015-04-01,740000,4,2.5,3030,8335,2.0,0,0,3,10,3030,0,1992,0,98075,47.578,-122.056,2850,8678,13.51440681653079
6187,2015-04-17,499922,3,2.0,1460,3000,1.0,0,0,4,7,940,520,1990,0,98117,47.682,-122.365,1460,3000,13.12220936554511
6188,2014-12-19,675000,4,2.5,2940,14071,2.0,0,0,3,9,2940,0,1986,0,98029,47.5627,-122.018,2670,10982,13.42246945133505
6189,2014-09-09,738515,5,2.75,3360,9200,2.0,0,0,3,9,3360,0,2014,0,98011,47.7754,-122.173,3360,9713,13.51239804625713
6190,2014-10-30,445000,3,1.75,2110,4800,1.0,0,0,3,8,1210,900,1956,0,98108,47.567,-122.318,1660,4800,13.005831808336863
6191,2015-05-01,1039000,4,2.25,2740,11343,1.0,0,2,5,10,1980,760,1953,0,98125,47.7117,-122.278,2790,10027,13.853770232544809
6192,2014-10-01,346000,2,1.0,1070,2196,1.0,0,0,4,7,880,190,1917,0,98144,47.5726,-122.308,1160,3600,12.754196944209095
6193,2015-04-08,450000,3,2.0,1680,4886,2.0,0,0,3,7,1180,500,1940,0,98118,47.5536,-122.286,1400,4900,13.017005083966255
6194,2014-08-12,350000,4,2.5,2260,13755,1.0,0,0,4,9,2260,0,1975,0,98042,47.3767,-122.161,2650,13650,12.765691290604371
6195,2014-07-28,2400000,4,3.5,5860,7200,2.0,0,0,5,10,3690,2170,1907,0,98112,47.6287,-122.287,4150,7200,14.690979711984754
6196,2014-08-01,594950,4,2.25,2380,35008,1.0,0,0,3,8,2380,0,1977,0,98075,47.5834,-122.001,2250,34794,13.2962343281954
6197,2015-05-14,1695000,5,3.0,3320,5354,2.0,0,0,3,9,3320,0,2004,0,98103,47.6542,-122.331,2330,4040,14.343193888767015
6198,2014-10-10,219000,2,1.0,1050,9000,1.5,0,0,4,7,1050,0,1984,0,98003,47.2887,-122.299,1550,9600,12.296831574998258
6199,2015-04-09,450000,4,2.5,2070,3982,2.0,0,0,3,7,2070,0,2004,0,98065,47.531,-121.854,2340,4067,13.017005083966255
6200,2015-04-15,402000,4,2.25,1790,7311,2.0,0,0,3,7,1790,0,1992,0,98056,47.5055,-122.189,1400,7203,12.904209855160254
6201,2015-02-17,275000,2,1.0,840,4000,1.0,0,0,3,6,840,0,1942,0,98108,47.5531,-122.307,1100,4000,12.524530013005734
